视频链接,评论页码,评论作者,评论时间,ip属地,点赞数,评论内容
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,Ohayoprincess,2023-04-22 19:39:22,四川,2,淄博能火，多少得感谢一下成都[doge]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,贵霏醉酒,2023-04-25 22:15:20,天津,1,可是住宿涨价了不少啊
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,宁滥_勿缺,2023-04-26 20:53:33,浙江,2,看到那句子孙后代不得好报，我泪目了[大哭]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,花园没有花啦,2023-04-28 00:52:44,山东,2,b太戴的是博山的琉璃葫芦吗？小时候我们孩子戴的很多 现在看到觉得很亲切
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,小白壹只,2023-04-23 12:23:22,广东,2,出差一个月了，想家，但是看看现在的情况，我还是不回去添乱了吧[笑哭]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,捡破烂の仙人,2023-04-29 00:03:07,山东,1,去了博山区，其实刚来是挺失望的，因为地方挺小又有点破旧（和我家那边比起来），但是这两天错峰去了正觉寺，红叶柿岩玩，不排队人少天气又凉快，吃了牛肉汤烧饼博山菜烧烤景德东糕点，感觉人服务这块没话说，尤其出租车司机和烧烤摊[干杯]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,神丶在星期天,2023-04-25 09:08:48,广西,2,真诚永远是最好的品质！就为了一点，我也愿意来一次淄博！
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,地心喵,2023-04-23 22:17:56,山东,1,本淄博人看完之后真的很为我的家乡骄傲，欢迎铁铁们来玩！如果有什么游玩问题也可以滴滴我，不过建议大家错峰来玩，真的担心你们人挤人体验感会不好以后就不会再来玩了[大哭]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,永远的爱_EMT,2023-04-30 20:59:47,陕西,1,哈哈哈谁懂啊，我姑姑五月底结婚姑父是淄博的，直接免费公游好吧[脱单doge]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,suryxury,2023-04-21 15:35:39,浙江,2,大家都小心一点可不要发生踩踏事件啊
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,原初大帝,2023-04-22 00:15:38,浙江,2,建议不要太“盛”，物极必反，要稳
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,我反对这门亲事呐,2023-04-30 16:01:58,江苏,1,有一个哥们是淄博的，放假买不到票，报的旅游团回去的，笑死了[doge]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,小三劝离师,2023-04-29 01:56:01,山东,1,真的是以前根本没人去的地方………
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,松翳,2023-04-22 14:51:29,山东,1,"建议大家来淄博玩如果有时间有能力可以来博山（大约开车要四十分钟左右，公交一个小时）。
作为淄博博山人我在这自夸一下，博山是淄博美食的门面，也是鲁菜的发源地之一（超正）你们来，我直接推荐，博山双山路的烧烤，颜山土菜等饭馆，量大管饱正宗实惠!有任何问题欢迎私聊!如果我有时间也可以亲自免费给你们服务![响指][响指][响指]"
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,爱撸橘猫,2023-04-27 04:47:36,北京,2,欲戴皇冠必承其重，希望淄博坚强。
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,老板要辣烤鸡翅,2023-04-22 09:56:06,河北,2,有问题就解决问题，大家一起监督一起进步
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,猛男Scott,2023-04-22 00:36:51,海南,2,求求了来来三亚真的被坑惨了[笑哭][笑哭][笑哭]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,皓民,2023-04-21 09:01:40,江西,2,好了 谢谢up提醒   再也不去淄博了
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,该向谁生气,2023-04-25 23:32:32,河北,2,正向马太，真好啊，希望可以持续下去。
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,无能狂怒的西西,2023-04-22 00:21:36,山东,2,家在淄博，现在五一已经回不去家了[doge]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,青莲居士cc,2023-04-29 17:57:03,广东,2,曾仕强教授说过，少去人多的地方凑热闹
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,当大老师遇见折木,2023-04-25 14:39:23,贵州,3,再对比前面成都视频，真是天差地别
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,直木野行,2023-04-23 13:10:31,山东,2,啊！你去周村古大街没去旁边知味斋吃烤鸭可亏死了[喜极而泣]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,鼠标殿,2023-04-22 16:42:51,山东,1,说一下，不一定非要做烧烤专列，真的很难抢票，酒店什么的大部分都是二三百的价格，你如果看见七八百上千的价格这种都是APP中间商赚差价的。还有免费接送的放心上，但是防人之心不可无。碰见宰客什么的该说就说，有问题绝对严查。也不用怕有人闹事，警察就在不远处，能出动的警察全部出动了。还有就是不要光吃烧烤，鲁菜也是很不错的，但是鲁菜偏咸。五一期间如果人太多，没被照顾到的话可以主动找店家要，别不好意思，送的东西没人要才不行的。最后说一下，能不能抢票别那么快，我们宿舍抢了三天，抢了两张票，我的儿子们真的想回家
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,索尼16368617,2023-04-24 23:49:47,江苏,2,淄博会这么火！应该是大家还相信光吧！
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,阿宁阿宁n_n,2023-04-27 10:30:04,山东,2,希望这份光 能够照亮整个中华大地
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,梁某某白嫖之路,2023-04-20 23:36:54,广东,3,有一说一，对比今天的宝马mini[辣眼睛]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,向阳花海的约定,2023-05-06 21:24:41,江苏,2,"你觉得中国好，那就好好回报她
如果你觉得中国不好，那你就去改变她呀"
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,DDF蛋仔,2023-05-13 20:22:39,山东,2,来淄博我请你吃烧烤啊[呲牙]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,顷末SAMA,2023-04-21 12:07:33,广东,2,真的觉得好感动，淄博人民劲往一处使[点赞]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,沧州腕力俱乐部,2023-04-22 23:26:35,河北,2,我妈妈给我们复刻了淄博大饼卷烤串[笑哭]，也很好吃
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,只为等到狸,2023-04-30 01:43:50,浙江,2,原来啊，山东是真的好客的。终于不是一句玩笑话了
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,别戴耳機了_,2023-04-20 22:50:16,山东,2,谢谢b太带我们去十八线小城市淄博玩～～也祝b太越来越好
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,TFlash10,2023-04-22 13:17:45,广东,1,因为成都是一线城市，你不去大把人去。淄博是二三线城市，如果不抓紧机会火一把，再次再火就难了，对淄博政府来说就是低成本高收益的事。
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,KL丿不凡,2023-04-22 15:39:16,湖南,1,希望不要过度捧淄博，给淄博这座城市一个发展，转型的时间，希望淄博以后越来越好，同时这里也点名批评下以成都为代表的一众城市，要向淄博看齐
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,咸鱼本鱼不行吗,2023-04-22 22:14:35,广东,1,五一不涨价真的是非常难得。我五一跟朋友想出去旅游选半天，平时住宿一两百的，五一期间都一千多了……这次五一大家都玩了命的涨价…..
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,好像时间停留,2023-04-23 07:26:52,山东,1,大家一定要准备充分再来，订到火车票订到酒店啊…现在北方气温不定，昨晚就几度还下雨，我半夜都担心那些没订酒店的[笑哭][笑哭][笑哭]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,纯纯的坏熊,2023-04-23 13:21:20,江苏,1,我要证明一下，山东北边我不太了解。临沂，枣庄，淄博这些山东南边的人，好多本地人真的热情。我去旅游不知道去服务中心。一个大妈本来是送孩子开三轮车看我在路边茫然，二话不说拉着我去游客中心。然后跟我讲要去那边买票怎么回来，我以为是偶然回来的时候问个路一个大哥说啥都要带我一块去。我跟对象一人带把伞送给这个大姐和大哥虽然不贵吧，但是真的感谢，我说我们是来旅游的，然后道别。
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,钢铁淮南不钢铁,2023-04-23 14:52:21,山东,1,一切都是最好的安排！淄博一定越来越好！[脱单doge]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,馍馍CZC馍馍,2023-04-22 14:16:07,辽宁,1,淄博不止张店临淄，去淄川，博山，周村，沂源，高青看看，也能吃烧烤，还有火烧烧饼，广东肉等等等等好多
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,一路向心东,2023-04-23 13:50:14,黑龙江,1,希望俺们山东其他城市也都向淄博学起来，当然不是说其他地方不好（我老家汶上那边的店也都很诚信），学一学淄博怎么把kei留下来，让他们来一次还想再来第二次[doge]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,别和愚蠢的人起争执,2023-04-23 14:40:23,重庆,1,挺好的，算是个正面模范，让其他地方的知道，加强监管，真心待人是可以加速旅游业发展的[嫌弃]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,海盗高达X2,2023-04-23 00:51:01,山东,1,"若下次再来，欢迎来参观沂蒙革命老区沂源，好山好水好风景，牛郎织女发源地，钟乳石洞穴群，宜居小镇，桃花岛景区，沂蒙黑山羊等等～保证乘兴而来，满载而归[星星眼]
到时候我当向导，衣食住行交都给我，你人来就好[脱单doge]"
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,cbb饲养员,2023-04-20 22:55:15,德国,2,一个up 带动了一个聪明的城市的再发展
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,66836006449_bili,2023-04-20 22:55:10,北京,2,下一站——成都[doge]，二刷[笑哭]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,大大肉肉猫,2023-04-21 12:38:03,陕西,2,希望这样的up主火的久一点，再久一点！
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,厉不厉害你鹦哥,2023-08-21 19:30:21,山东,3,八大局只剩下锅饼紫米饼了   卖菜的啥的都被资本驱逐了  完全没必要去了
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,底格里斯咸鱼,2023-04-25 23:51:29,上海,2,看完十分感动，同为山东人与有荣焉
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,曦曦汉姆,2023-04-23 13:09:00,山东,1,"我是淄博邻市的 不敢去 人太多 等过了五一 热度降降再去
20年前去齐鲁石化实习的时候吃过淄博烧烤 一包小饼40串牛肉 12元钱 记忆深刻"
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,海防石,2023-04-27 08:12:18,湖南,2,做人民的旅游才有未来[doge]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,似故人手笔,2023-04-22 17:12:42,山东,1,这么便宜卧槽 人傻了济南吃一顿烧烤人均一百多往上我都吃不饱卧槽
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,何必葬自由,2023-04-20 22:55:33,湖南,2,up有空来长沙整顿一下[吃瓜]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,土狗克星,2023-04-22 00:41:52,安徽,2,刚去过回来 烧烤确实好吃 而且也不贵
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,郝连小夭,2023-04-20 22:49:13,山东,2,这，淄博不送你个编制说不过去了哈@[吃瓜]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,烟火火火火火-,2023-04-22 12:38:05,山东,1,作为土生土长淄博人，看到了up的视频没有感到什么过度宣传，我只是知道了为什么这个我从小长大的地方能让我生活的如此安心如此舒服，但是希望不要因为个别的案例让我的家乡遭到谩骂，他就像一棵老树，请给更多新芽发芽的时间[保卫萝卜_笔芯][保卫萝卜_笔芯]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,哇塞有只羊,2023-04-22 09:47:10,山东,1,b太这个做法挺合适的，上次去当面当街称重确实是也有对商家的怀疑，路人看到肯定也有一点不好影响，这送认证的方式真的很有情商
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,花却随枫飞,2023-04-22 21:30:42,福建,2,真火过头了 像这种只要一出点什么负面新闻就会被无限放大
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,淘桃滩,2023-04-20 22:47:08,山东,2,欢迎大家来玩[doge]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,Aflion,2023-04-26 12:19:00,安徽,1,看着就觉得很感动，不知道为什么，可能这就是传中华民族统美德带来的触动吧
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,DeeRsama,2023-04-21 15:59:55,四川,2,本淄博人定居成都 虽然想回家 但看人流…五一不打算回了…
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,渡晴_,2023-04-23 23:38:20,湖北,1,当地人热情好客是他们的美好品德，希望各地游客也能秉持美好品德，不要把人家的热情当做理所应当，尊重是相互的。。。
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,ike的嚣张跋扈牌,2023-04-20 22:44:24,江苏,2,我刚刚特意刷了还没有呢，突然给我推了。[星星眼]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,自控阀门专家,2023-04-22 09:20:19,上海,2,原来一百多的酒店直接涨到四五百，甚至五六百
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,niniwy,2023-04-21 23:22:53,山东,2,淄博就是个小城市，大家不要把他想的太好了哈[呲牙]，害怕盛极必衰
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,汤姆豆腐,2023-04-21 15:09:50,湖南,2,真好，好喜欢有人情味的城市
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,lishanglyyy,2023-04-30 10:34:55,四川,2,为什么去淄博，而不是让更多地方成为淄博，普通百姓的向往[洛天依]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,大劉備,2023-05-05 23:25:39,山东,2,淄博的成长离不开B太的助力！！
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,Mroneyu,2023-04-28 16:46:38,山东,2,@淄博文旅 出两个公仔吧，一个叫美淄淄，香博博。
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,青少年人工智能郭老师,2023-04-23 09:42:02,河南,1,必须支持！中国需要诚信商家！
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,飞翔荷兰人X,2023-04-22 10:14:47,河南,2,来安阳来安阳来安阳！
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,unilateralto,2023-04-24 11:54:43,河南,2,不只是因为他们值得，也是因为你的正向宣传给力，哈哈哈[脱单doge]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,呆jio布得死噶,2023-04-29 16:52:32,广东,2,感觉淄博这么火有被你带起来的原因
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,俗家女子,2023-04-28 18:02:38,山东,2,这两年被川菜，粤菜，东北菜压的太狠了，鲁菜终于翻盘一把了
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,二次元的桥,2023-04-22 07:57:11,山东,1,淄博一共270万人口，已经接待了280万的游客了，哈哈[笑哭]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,下雨也不错,2023-04-22 01:59:49,四川,1,淄博确实是很有意思的城市，项目在淄博待过几个月，东西很合胃口城市也很有文化底蕴，我第一次被喊老师就是在淄博[笑哭]搞得我有点懵
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,24年五月要瘦20斤,2023-04-22 01:08:55,贵州,1,还是要感谢阿婆主，虽然以前也听说淄博烧烤，但是不知道淄博这么实在，我看了阿婆主的视频之后，才更有了想去淄博的想法。
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,不想上班smy,2023-04-22 09:01:50,山东,1,谢谢B太对我们家乡的宣传，也希望大家多多包容一下正在探索中努力发展的淄博，可能淄博的特产和景点不合您的心意，不够您的期待，我们也会改进，但是，淄博人民的热情，希望让您感到温暖！
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,凉皮豆包,2023-04-22 02:18:23,山东,1,我看有人说让青岛反思一下，青岛的物价一顿烧烤人均要近百的。
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,㚉裻,2023-04-23 03:38:52,广西,1,淄博为什么可以靠真诚火了！仔细想想还挺郁闷的！不正是因为被其他虚假欺骗都快习以为常了吗！看到一个个网红拿称对比！这不就是拍拍打脸！淄博靠最基本的真诚出圈了！为淄博高兴！可是想想其他旅游的地方又有点难受！
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,看我名字是不是喜欢我,2023-04-26 01:00:48,广东,1,@品便人生 真的超级想去 等热度下来一点能买到车票订到酒店就去
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,好骚一只猪,2023-04-22 12:58:01,吉林,1,说实话 淄博确实有靠自己的真心 去年去他们那个隔离的学生 他们好好招待 走的时候还来顿烧烤
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,爱学习就像爱生命,2023-04-22 15:31:05,福建,1,一堆同事向我问淄博，很怕他们从福建过去招待不周，已经尽力给他们介绍了[笑哭]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,我要去公园,2023-04-23 23:33:44,陕西,2,酒店没涨价真好，现在五一看看西安的酒店，平时100多的破快捷，现在1880
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,风铃繁哗,2023-04-22 08:46:45,广东,1,人太多反而不想去了，还是人少享受一点
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,bz爱躺平,2023-04-20 23:22:33,广东,2,这种真心换真心的事情请来多一点
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,姜撞奶三分糖,2023-04-25 00:52:20,山东,1,那个我呼吁一下来淄博的朋友们理性消费，带很多东西坐车真的不方便，琉璃陶瓷的小玩意还好，吃的真的都是平常的东西，大家理性消费，玩的开心✧٩(ˊωˋ*)و✧
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,橘子蔷薇,2023-04-21 13:13:02,重庆,2,让良币驱逐劣币！！！
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,啊不要吃辣蟹蟹,2023-04-28 19:45:25,山东,2,鲁A鲁B争来争去，结果现在C位出道[脱单doge]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,Aris_Iruri,2023-04-20 23:08:12,江苏,2,这才是赚钱方法，而不是靠手段敛财
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,西海岸双语RAP达人,2023-04-27 07:33:06,山东,1,看看淄博的文旅政策和整改速度 济南和青岛真该好好学学了
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,哥谭三好市民蒋某人,2023-04-21 00:08:16,重庆,2,@重庆共青团 看看吧学学吧
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,dollydollywin,2023-05-01 18:57:34,广东,2,淄博这句好客山东铺垫了二十多年了吧
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,王者荣耀2024能出晟吗,2023-04-26 21:37:20,河南,1,希望有一天，全中国的城市都能这样，做到真正的“文明城市”
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,niniwy,2023-04-21 23:24:21,山东,1,希望外地游客等热度过去了再来哈
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,草莓味大大包,2023-04-21 22:53:22,湖北,1,真好啊，我也想去玩，可惜我没钱没闲，昨天生日崴了脚都要送外卖
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,当然是柠柠柠檬水啦,2023-04-21 23:49:36,贵州,1,希望淄博能好好抓住机会，老工业城市转型真的很难的！看得我破防了，真希望诚信，真诚这些美好的人性的光辉能照到大江南北[大哭]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,仙-博弈中人,2023-04-21 22:59:53,山东,1,不得不说，淄博他们张店在大张旗鼓的搞烧烤，我们这儿在大张旗鼓的搞建设。。。
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,来自真新镇的-傻东西,2023-04-25 00:39:29,江苏,1,各位好哥哥好姐姐们，五一节假日都好好玩，不求别的，只求暑假回家季和九月开学季能给我们大学牲留几张回家的高铁票，五一甚至买不到直达淄博的高铁票了只能先买到枣庄再从枣庄开车回去[灵魂出窍][灵魂出窍][灵魂出窍]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,隔壁养猪的,2023-04-21 23:23:58,山东,1,我在淄博周村古商城跟b太合影啦，本人跟视频上一模一样，当时在高铁上也碰到他了！但我社恐没好意思跟他合影，没想到在古商城又碰到了，就合影了[惊喜][惊喜][惊喜]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,yakamm,2023-04-23 09:25:39,四川,2,成都……哈哈哈
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,不酒仙,2023-04-30 13:12:17,河南,1,要提防捧杀，也要做好受被人揪着一个点狠骂的委屈，更要做好看到许多人被带节奏一起压力的场景[笑哭]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,夜的第七章honey,2023-04-26 00:20:50,山东,2,管仲当年就是这么干的
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,我是何况,2023-04-20 23:57:03,江苏,2,人均50，除了便宜，重点是吃了饼子[笑哭]，全吃肉试试
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,kimmysmart,2023-04-21 01:01:15,内蒙古,2,五一想去，拜托大家给让个住的地方[辣眼睛]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,尤芷,2023-04-22 10:16:40,山东,2,同样是山东，菏泽你看看人家的执行力。
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,最聪明的小面包,2023-04-24 14:59:43,山东,1,作为一个淄博人，很负责的告诉你，合照之后宣不宣传不知道，但是一定会拿着合照跟家里的小辈们炫耀的[脱单doge]“诶呀b太那个小伙子嘛~ 我们都是哥们儿！呐，你看，合影！”
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,沐枫OvO,2023-05-13 13:52:27,河南,2,柯洁有些话还是挺对的
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,不太相容的泡利,2023-04-28 17:26:43,山东,2,为什么感觉淄博火我们桓台没有任何参与感[辣眼睛][辣眼睛]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,Sc丶玉絜,2023-04-20 23:52:23,江苏,2,泰安你看看淄博[大哭][大哭][大哭]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,赶胡同的猪,2023-04-26 00:18:53,山东,1,说实话，人有些太多了，这样烧烤吃起来感觉也不对了，淄博烧烤跟别的地方确实有差异，但我觉得最不一样的还是炉子和那个氛围。夜晚略有喧嚣，几个人一起喝着啤酒聊着天，顺手把铁盘里有些凉的烤串放到烤炉上热一下，不一会肉串就烤的滋滋冒油，大家举起酒杯碰杯喝酒，再拿一串外焦里嫩的肉串，咬在嘴里能感觉油冒出来的感觉，香却不腻，一顿饭从五点吃到八九点，那感觉可太好了。
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,张总233,2023-05-03 22:36:55,山东,2,我靠，我就在八大局旁边的学校上学
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,云烟逐雨,2023-04-28 12:54:04,山东,2,现在八大局又变了，[tv_doge][tv_doge]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,忆往昔属我往矣,2023-04-28 21:49:13,四川,2,[脱单doge]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,丝竹乱耳矣,2023-04-21 20:38:38,广东,1,淄博人民待人真诚且集体荣誉感强，再加上一个实干派的文旅局局长，两者结合爆火既是意料之外又在情理之中。真诚是永远的必杀技啊。[给心心]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,米子摇啊摇,2023-04-21 20:15:17,天津,1,真的是为城市复兴而战，重工业城市想转型真的太难了，红的天时地利，更让人感动的是人和，每个人都有满满的责任感和荣誉感，都是打这翻身仗的的战士，太强了！
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,拜拜掰掰蝠翼,2023-04-21 21:07:18,江苏,1,之前又一个城市一直再驱逐流动摊贩，那时候我有一个很喜欢吃的手抓饼，后来那个瘸腿阿姨被赶走了，我们学校门口来过很多手抓饼摊贩，我只愿意远远观望，总是想着那个阿姨，可是谁都没错[大哭][大哭]后来听老师说，要建设美丽城市，流动摊贩影响市容
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,薇拉叫你跪下,2023-04-21 19:56:51,山东,1,刚在淄博吃完烧烤，人多的地方根本挤不进去就路边找了家好像是张店文林烧烤，味道很不错
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,我在西宝兴路很想你,2023-04-21 23:50:53,上海,1,"救命，我是真不喜欢排队和人挤人

以后人少些再去吧[中国奇谭_贴贴]"
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,学前班准新生,2023-04-21 21:17:17,山东,1,还好我买上回家的票了[笑哭]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,你屏幕上有根头发捏,2023-04-21 12:18:06,湖北,2,可惜不能跨省点外卖[大哭]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,暴躁韭菜,2023-04-23 09:47:43,河北,2,督哥:我去郊区查鬼称了，勿扰。。[怪我咯]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,三虎_真,2023-04-23 22:18:20,四川,1,去一趟陶瓷科技城，会有惊喜的
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,墙角墨菲特,2023-04-21 20:13:02,重庆,1,感谢你，让大家知道，原来诚信也能赚钱，也能带动一个敌方的发展
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,白巽风,2023-04-26 02:32:18,山东,1,就现阶段来说，真不用怕去淄博吃亏，现在属于淄博最看重口碑的时候，出什么事举报就行了，肯定会处理的。
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,江乡里苏,2023-09-22 17:59:38,江苏,2,我真服了，给我留张车票回淄博吧[大哭]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,哦哦孤单,2023-04-21 09:12:40,山东,2,吃烧烤就行了，这个八大局完全没必要，就一个市场[笑哭]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,通辽辅助,2023-04-27 05:03:38,黑龙江,2,淄博已经在退五一假期订房的差价了[doge]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,慎獨m,2023-05-02 16:18:32,湖北,2,虚假的景点景色，真正的景点人心
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,婉伸郎膝上何处不可怜,2023-04-22 11:53:42,安徽,1,大家理性啊，去的人太多服务不过来，排队太久心情烦躁再加上万一吃到没有期望的那么惊艳就……
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,不恶娇不叫魔想志津香,2023-04-25 12:08:09,湖南,1,我们长沙是逛街的人多，游客也多，东西却贵的跟上海北京一样，求求网友多冲冲长沙，长沙能否改变就靠你们了
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,mfbxj,2023-04-26 19:19:38,山东,2,真离谱，商业街成了全国性的热门景点……
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,知命已下无敌,2023-04-26 13:02:37,江苏,1,返璞归真，当所有营销手段都用尽后只有诚信才是最原本的。
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,狂扁小屁孩儿,2023-04-22 09:50:44,陕西,2,去西安看看吧
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,我是张山峰,2023-04-21 18:46:32,四川,1,二刷成都还是可以的，视频绝对爆！涨粉妥妥的！这次除了称重，还可以体验一下熊猫基地附近的民宿是如何一天一个价的[doge]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,深院空巷癫狂人,2023-04-21 18:01:07,江苏,1,来徐州吃烧烤！！贼办肆[脱单doge][打call][打call]
https://www.bilibili.com/video/BV1To4y1b7xZ/,1,叁拾青年,2023-04-21 16:51:19,福建,1,过度宣传了，物极必反。到时候反而不好。就算是广告也要适量。游客一多各个方面跟不上怎么办？这种反转夸的视频也是挺腻的了。希望淄博的服务意识能长期保持
